qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
15734242,query,attr,3,What color does the dog's hair have?,blond,blonde,blip_superset,blonde,False
08584272,query,attr,3,What color does the tablecloth to the left of the other tablecloth have?,white,blue and white,blip_superset,blue,False
0493924,query,attr,2,What is the color of the hair?,blond,blonde,blip_superset,brown,False
09987555,query,attr,2,Which color is the hat?,red,red and white,blip_superset,red,True
07707745,query,attr,3,What color is the zebra that is eating grass?,white,black and white,blip_superset,black and white,False
13112855,query,attr,2,What is the woman doing?,playing,playing tennis,blip_superset,playing tennis,False
15479516,query,attr,2,What is the woman doing?,playing,playing wii,blip_superset,playing wii,False
08355166,query,attr,2,What is the woman doing?,playing,playing wii,blip_superset,playing wii,False
08355130,query,attr,2,Of which color is the hair?,blond,blonde,blip_superset,brown,False
17560479,query,attr,2,The logo is which color?,white,red white and blue,blip_superset,white,True
01510136,query,attr,2,What color do you think the mane is?,blond,blonde,blip_superset,brown,False
01510125,query,attr,3,What color is the horse's hair?,blond,blonde,blip_superset,brown,False
06560605,query,attr,3,What is the color of the cat that is wearing shoes?,gray,gray and white,blip_superset,gray and white,False
071003278,query,attr,2,What color do the clothes have?,blue,blue and red,blip_superset,blue,True
10112834,query,attr,2,What color do you think the bowl is?,blue,blue and white,blip_superset,blue,True
12721857,query,attr,3,How large is the window made of glass?,large,very large,blip_superset,large,True
0778325,query,attr,3,Which color is the plane that is flying in the sky?,white,white and green,blip_superset,green and white,False
1139042,query,attr,2,How tall is the grass?,tall,very tall,blip_superset,short,False
09450274,query,attr,2,What is the girl doing?,playing,playing tennis,blip_superset,playing tennis,False
19248104,query,attr,2,What is the man doing?,playing,playing tennis,blip_superset,playing tennis,False
15768942,query,attr,3,What are the people that are to the left of the other person doing?,bending,bending over,blip_superset,sleeping,False
10529707,query,attr,2,Which color is that wet suit?,blue,blue and red,blip_superset,blue,True
17978356,query,attr,3,What color is the toy that is under the book?,black,black and white,blip_superset,white,False
02556249,query,attr,3,How large do you think is the elephant on the left?,large,very large,blip_superset,large,True
07483393,query,attr,2,How large is the plane?,large,very large,blip_superset,large,True
08876577,query,attr,3,How clean is the device in the middle?,clean,very clean,blip_superset,very,False
07651983,query,attr,2,What color do you think the hair is?,blond,blonde,blip_superset,blonde,False
03979094,query,attr,3,How tall is the green grass?,tall,very tall,blip_superset,2 feet,False
051042779,query,attr,3,Which color is the table that the vase is on?,blue,blue and white,blip_superset,blue,True
17746322,query,attr,2,What is the color of the hair?,blond,blonde,blip_superset,brown,False
11869146,query,attr,2,What color is the cat?,white,black and white,blip_superset,black and white,False
161027552,query,attr,3,What tone does the coffee table made of wood have?,light,light brown,blip_superset,brown,False
01819592,query,attr,2,Which color does the cow have?,white,black and white,blip_superset,black and white,False
13178542,query,attr,3,Which color is the striped zebra?,white,black and white,blip_superset,black and white,False
04546136,query,attr,2,Of what color is the umbrella?,white,red and white,blip_superset,red and white,False
10104659,query,attr,3,How clean are the large windows?,clean,very clean,blip_superset,very,False
14705411,query,attr,2,What is the color of the floor?,blue,blue and white,blip_superset,black and white,False
02314834,query,attr,3,What color is the large bus?,white,red and white,blip_superset,red,False
09212334,query,attr,2,How long are the pipes?,long,not long,blip_superset,long,True
09139247,query,attr,3,How large is the building that is made of brick?,large,very large,blip_superset,large,True
191040479,query,attr,2,What color is the clock?,black,black and white,blip_superset,white,False
03510418,query,attr,2,In which part of the image is the broccoli?,left,top left,blip_superset,top,False
19786998,query,attr,2,What color does the bench have?,green,green and yellow,blip_superset,green,True
02962475,query,attr,3,Which color is the guy's hair?,blond,blonde,blip_superset,brown,False
03267584,query,attr,2,What color are the clothes?,red,red white blue,blip_superset,white,False
17400944,query,attr,2,What color is the hair?,blond,blonde,blip_superset,blonde,False
04428685,query,attr,3,Of which color is the shirt he is wearing?,white,black and white,blip_superset,white,True
1513369,query,attr,3,How long is the food that is in the paper?,long,foot long,blip_superset,6 inches,False
01956275,query,attr,3,What is the color of the boy's hair?,blond,blonde,blip_superset,brown,False
0747898,query,attr,3,What color is the animal the box is to the left of?,black,black and white,blip_superset,white,False
10116956,query,attr,3,What color is the toy the dog is with?,pink,pink and green,blip_superset,green,False
09142733,query,attr,2,What is the woman doing?,playing,playing tennis,blip_superset,playing tennis,False
09142837,query,attr,2,What is the man doing?,playing,playing tennis,blip_superset,playing tennis,False
18382968,query,attr,2,How large are the leaves?,large,very large,blip_superset,large,True
18994590,query,attr,2,How clean is the water?,dirty,very dirty,blip_superset,dirty,True
18255749,query,attr,3,How clean are the sheets the pillow is to the right of?,clean,very clean,blip_superset,very,False
01163675,query,attr,3,What do you think is the color of the train in the station?,black,black and orange,blip_superset,yellow and black,False
19443378,query,attr,3,How hard is the black hat?,hard,very hard,blip_superset,hard,True
00324617,query,attr,2,The computer mouse has what color?,blue,red and blue,blip_superset,red and blue,False
00389688,query,attr,2,What's the woman doing?,talking,talking on phone,blip_superset,talking on phone,False
14966373,query,attr,2,What color is the fire hydrant?,orange,orange and black,blip_superset,orange,True
14964771,query,attr,3,How large is the plane on the runway?,large,very large,blip_superset,large,True
17311761,query,attr,3,What color are the cows on top of the field?,brown,brown and white,blip_superset,brown and white,False
01422855,query,attr,2,What is she doing?,playing,playing tennis,blip_superset,playing tennis,False
06623462,query,attr,3,What is the color of the striped shirt?,blue,blue and white,blip_superset,blue,True
10204459,query,attr,3,What is the color of the zebra in the middle of the picture?,black,black and white,blip_superset,black and white,False
06980205,query,attr,3,What is the color of the cow in the pasture?,black,black and white,blip_superset,black and white,False
06980141,query,attr,3,What is the color of the cow that is walking?,black,black and white,blip_superset,black and white,False
04651330,query,attr,2,What is the woman doing?,playing,playing frisbee,blip_superset,playing frisbee,False
0193941,query,attr,2,What color is the stuffed animal?,white,black and white,blip_superset,black and white,False
0530690,query,attr,2,Which color is the train?,blue,blue and yellow,blip_superset,blue and yellow,False
06846059,query,attr,2,What color do you think the chairs are?,blue,blue and white,blip_superset,blue,True
03280680,query,attr,3,How clean is the porcelain toilet?,clean,very clean,blip_superset,very,False
19423962,query,attr,3,What color is the zebra to the left of the other zebras?,white,black and white,blip_superset,black and white,False
0464622,query,attr,2,How clean is the living room?,clean,very clean,blip_superset,very,False
0464308,query,attr,2,What color is the rug?,white,white and black,blip_superset,black and white,False
17997882,query,attr,3,What is the color of the zebra in the middle?,black,black and white,blip_superset,black and white,False
091027946,query,attr,3,What color is the napkin the sandwich is on top of?,red,red and white,blip_superset,red and white,False
05828286,query,attr,3,Which color is the cat on the chair?,brown,brown and white,blip_superset,brown and white,False
00589702,query,attr,3,What is the color of the cow in the center?,white,black and white,blip_superset,black and white,False
12962634,query,attr,2,What is the man doing?,playing,playing tennis,blip_superset,playing tennis,False
12951735,query,attr,3,What is the color of the small picture?,black,black and white,blip_superset,white,False
19486817,query,attr,2,What's she doing?,talking,talking on phone,blip_superset,talking on phone,False
06297927,query,attr,3,How tall is the grass that looks dry?,tall,very tall,blip_superset,2 feet,False
08470684,query,attr,2,How tall is the grass?,tall,very tall,blip_superset,tall,True
03493976,query,attr,2,What are the people doing?,waiting,waiting for train,blip_superset,walking,False
16464422,query,attr,3,What color is the rug the cat is on?,black,red black white,blip_superset,red,False
091039147,query,attr,2,How large is the ladder?,large,very large,blip_superset,large,True
02988510,query,attr,3,Which color is the zebra that is next to the other zebra?,black,black and white,blip_superset,black,True
08988552,query,attr,2,What color is the hair?,blond,blonde,blip_superset,blonde,False
10345632,query,attr,2,What is she doing?,playing,playing tennis,blip_superset,playing tennis,False
01131228,query,attr,2,What color is the zebra?,black,black and white,blip_superset,black and white,False
13361983,query,attr,2,How clean is the bathroom?,clean,very clean,blip_superset,very,False
0829742,query,attr,2,What color are the shorts?,black,black and red,blip_superset,black,True
17587486,query,attr,3,How thick is the blue clock?,thick,it is thick,blip_superset,not very,False
04495626,query,attr,3,How clean is the white bird?,clean,very clean,blip_superset,very,False
14745284,query,attr,3,How clean is the bowl of the toilet?,clean,very clean,blip_superset,very,False
14505099,query,attr,3,What is the person with the necklace doing?,talking,talking on phone,blip_superset,talking on phone,False
14505100,query,attr,2,What's the woman doing?,talking,talking on phone,blip_superset,talking on phone,False
12451126,query,attr,2,What color is the uniform?,blue,blue and white,blip_superset,blue,True
15599878,query,attr,2,What color does the hair have?,blond,blonde,blip_superset,blonde,False
06146324,query,attr,3,What is the color of the animal that is sitting on the toilet?,orange,orange and white,blip_superset,orange and white,False
03120,query,attr,2,What color is the bed sheet?,black,black and white,blip_superset,gray,False
0513964,query,attr,3,What color is the kite by the kid?,red,red black and yellow,blip_superset,red,True
07940201,query,attr,2,What color is the zebra?,black,black and white,blip_superset,black and white,False
01229885,query,attr,3,What color is the animal that looks large?,white,brown and white,blip_superset,brown,False
03738148,query,attr,2,What is the color of the zebra?,white,black and white,blip_superset,black and white,False
10739715,query,attr,3,How long is the banana that is to the right of the other bananas?,long,very long,blip_superset,short,False
141041776,query,attr,3,What is the color of the seagulls that are on the fence?,white,white and gray,blip_superset,white,True
00549654,query,attr,2,What color is the hair?,blond,blonde,blip_superset,blonde,False
1170873,query,attr,3,How large is the dome in the window?,large,very large,blip_superset,large,True
02662320,query,attr,2,How clean is the toilet seat?,clean,very clean,blip_superset,very,False
05468779,query,attr,2,How tall is the grass?,tall,very tall,blip_superset,tall,True
13555707,query,attr,3,What is the man that is to the left of the mirror doing?,playing,playing wii,blip_superset,playing wii,False
02148825,query,attr,2,How large are the trees?,large,very large,blip_superset,large,True
0123799,query,attr,3,How tall is the dry ground?,tall,very tall,blip_superset,short,False
06346358,query,attr,2,How clean is that toilet?,clean,very clean,blip_superset,very,False
04638053,query,attr,2,Which color is the hair?,blond,blonde,blip_superset,blonde,False
161025045,query,attr,2,What is the color of the zebra?,white,black and white,blip_superset,black and white,False
00996878,query,attr,3,Which color is the towel the lady is to the right of?,yellow,red and yellow,blip_superset,blue,False
16803011,query,attr,3,What color is the picture that is on the left?,white,black and white,blip_superset,black and white,False
13515014,query,attr,3,What is the color of the cow on the grass?,black,black and white,blip_superset,black and white,False
01460325,query,attr,2,What color does the swim suit have?,blue,blue and black,blip_superset,black,False
04763650,query,attr,2,What is the color of that picture?,white,black and white,blip_superset,black and white,False
12164551,query,attr,2,What's she doing?,drinking,drinking wine,blip_superset,smiling,False
00696976,query,attr,3,What color is the colorful parrot?,blue,red and blue,blip_superset,red and blue,False
18848371,query,attr,3,What is the color of the animal that is eating grass?,white,brown and white,blip_superset,brown and white,False
1497272,query,attr,2,What color is the umbrella?,red,black and red,blip_superset,black,False
07837767,query,attr,2,How large is that vase?,large,very large,blip_superset,small,False
15970197,query,attr,2,What color is the rug?,blue,red blue and pink,blip_superset,red and blue,False
10135227,query,attr,3,What color is the checkered floor?,white,black and white,blip_superset,brown,False
14897535,query,attr,2,What is the color of that bus?,pink,pink and blue,blip_superset,pink,True
16926794,query,attr,3,What color is the umbrella that is above the man?,blue,yellow and blue,blip_superset,yellow,False
15789705,query,attr,3,The striped zebra is what color?,black,black and white,blip_superset,black and white,False
06937161,query,attr,3,What color is the zebra on the right side?,white,black and white,blip_superset,black and white,False
05245018,query,attr,2,What is the man doing?,playing,playing tennis,blip_superset,playing tennis,False
16855035,query,attr,2,What color does that picture have?,white,black and white,blip_superset,black and white,False
08851877,query,attr,2,Which color is the floor?,orange,orange and gray,blip_superset,orange,True
02553957,query,attr,3,What do you think is the color of the striped animal?,black,black and white,blip_superset,black and white,False
1559111,query,attr,2,How clean is the umbrella?,dirty,very dirty,blip_superset,very,False
08225124,query,attr,2,What is he doing?,playing,playing tennis,blip_superset,playing tennis,False
12318622,query,attr,3,What color are the trousers the man is wearing?,purple,blue and purple,blip_superset,purple,True
08896892,query,attr,3,How clean is the snow in the parking lot?,dirty,it is very dirty,blip_superset,not very,False
00215739,query,attr,3,What is the color of the napkin that is to the right of the other napkins?,orange,orange and white,blip_superset,orange,True
15527431,query,attr,2,What's the man doing?,playing,playing tennis,blip_superset,playing tennis,False
11185899,query,attr,2,How clean are the cabinet doors?,clean,very clean,blip_superset,very,False
001020408,query,attr,3,What color is the zebra that is eating a straw?,white,black and white,blip_superset,white,True
18236326,query,attr,3,What is the color of the zebra on the right?,white,black and white,blip_superset,black and white,False
15658146,query,attr,2,What is the woman doing?,riding,riding horse,blip_superset,petting,False
05291050,query,attr,2,What is the color of this giraffe?,white,brown and white,blip_superset,brown and white,False
10607158,query,attr,3,What color does the wetsuit the man is wearing have?,blue,black and blue,blip_superset,black,False
191021339,query,attr,2,How large are the windows?,large,very large,blip_superset,large,True
19334232,query,attr,2,How large is the tape?,large,very large,blip_superset,very,False
04650474,query,attr,2,What is the woman doing?,talking,talking on phone,blip_superset,talking on phone,False
04650533,query,attr,2,Which color do you think the hair is?,blond,blonde,blip_superset,blonde,False
15482910,query,attr,2,What is the man doing?,talking,talking on phone,blip_superset,talking,True
01124260,query,attr,3,What color does the clock on the tower have?,black,black and gold,blip_superset,black,True
151054865,query,attr,2,What color do you think the bike has?,black,yellow and black,blip_superset,yellow,False
10130817,query,attr,2,How wide is the nose?,wide,very wide,blip_superset,3 inches,False
001033731,query,attr,2,What is the girl doing?,playing,playing baseball,blip_superset,batting,False
05516331,query,attr,2,What is the person doing?,waiting,waiting for train,blip_superset,waiting,True
19605599,query,attr,2,What is the man doing?,playing,playing tennis,blip_superset,playing tennis,False
11848689,query,attr,3,What gender is the person that wears a vest?,male,female,blip_superset,female,False
121044427,query,attr,3,Which color do you think the ball that the child is throwing is?,blue,yellow and blue,blip_superset,yellow,False
08438091,query,attr,2,The picture is what color?,white,black and white,blip_superset,black and white,False
11366797,query,attr,2,What is that woman doing?,riding,riding bike,blip_superset,riding bike,False
02133470,query,attr,3,What is the color of the motorcycle to the right of the people?,blue,red white and blue,blip_superset,white,False
0815250,query,attr,3,How large is the banana on the roof?,large,very large,blip_superset,large,True
0844798,query,attr,3,What is the color of the kitten to the left of the other kitten?,black,black and white,blip_superset,black,True
0844763,query,attr,3,The kitten to the right of the other kitten has what color?,black,black and white,blip_superset,black,True
02531873,query,attr,2,What is the man doing?,playing,playing wii,blip_superset,playing wii,False
07469448,query,attr,2,What color is the umbrella?,green,green and yellow,blip_superset,green,True
10436773,query,attr,3,Which color is the zebra near the other zebra?,black,black and white,blip_superset,black and white,False
10436819,query,attr,3,What color is the zebra next to the other zebra?,black,black and white,blip_superset,black and white,False
00839865,query,attr,2,What is he doing?,playing,playing tennis,blip_superset,playing tennis,False
02851313,query,attr,2,What is the woman doing?,talking,talking on phone,blip_superset,talking on phone,False
02853535,query,attr,3,The animal that is on the hill is what color?,black,black and white,blip_superset,black and white,False
03799226,query,attr,2,What color is the umbrella?,blue,blue and yellow,blip_superset,rainbow,False
14985928,query,attr,3,What color is the surfboard to the right of the other surfboard?,white,blue and white,blip_superset,white,True
18453757,query,attr,2,What's the woman doing?,playing,playing wii,blip_superset,playing wii,False
16545769,query,attr,3,What is the color of the girl that is in the middle of the image?,blond,blonde,blip_superset,pink,False
00424458,query,attr,3,Which color is the curly hair?,blond,blonde,blip_superset,blonde,False
13710685,query,attr,2,What is she doing?,playing,playing tennis,blip_superset,playing tennis,False
06803256,query,attr,3,How clean is the plate that the hot dog is on?,clean,very clean,blip_superset,very,False
19272302,query,attr,3,What color does the cow that is standing in the mud have?,white,black and white,blip_superset,black and white,False
12432006,query,attr,2,What is she doing?,talking,talking on phone,blip_superset,talking on phone,False
12603197,query,attr,2,What is the color of the hair?,blond,blonde,blip_superset,blonde,False
16669329,query,attr,3,What is the color of the umbrella the person is holding?,black,black and white,blip_superset,black and white,False
12831907,query,attr,2,What is the woman doing?,playing,playing tennis,blip_superset,playing tennis,False
03236147,query,attr,2,What is the boy doing?,playing,playing wii,blip_superset,playing wii,False
03236145,query,attr,2,What is this boy doing?,playing,playing wii,blip_superset,playing wii,False
03235913,query,attr,2,How clean is the floor?,clean,very clean,blip_superset,very,False
02625701,query,attr,3,What color is the hair on top of the kid?,blond,blonde,blip_superset,blonde,False
19932573,query,attr,2,Which color is the giraffe?,brown,brown and white,blip_superset,brown and white,False
19933052,query,attr,2,What is the man doing?,talking,talking on phone,blip_superset,talking on phone,False
17959022,query,attr,2,How clean is the plane?,clean,very clean,blip_superset,very,False
03946050,query,attr,2,What is the color of the tail?,white,red white and blue,blip_superset,white,True
06695405,query,attr,2,Which color is the hair?,blond,blonde,blip_superset,blonde,False
05943602,query,attr,3,How thick is the horn that is not little?,thick,very thick,blip_superset,very,False
05943619,query,attr,3,How long is the cow's horn?,long,very long,blip_superset,long,True
09379334,query,attr,2,What is he doing?,playing,playing tennis,blip_superset,playing tennis,False
103363,query,attr,3,How large is the church window?,large,very large,blip_superset,large,True
12324979,query,attr,3,What is the color of the animal the toddler is to the left of?,white,black and white,blip_superset,black,False
02620438,query,attr,2,What color is the surf board?,pink,pink and white,blip_superset,pink,True
17458373,query,attr,2,How clean is the street?,dirty,very dirty,blip_superset,dirty,True
01856068,query,attr,2,The tablecloth is what color?,blue,red white and blue,blip_superset,blue,True
03452833,query,attr,2,What color is the tennis racket?,white,black and white,blip_superset,black and yellow,False
03452883,query,attr,2,What is the woman doing?,playing,playing tennis,blip_superset,playing tennis,False
16411405,query,attr,2,What is the color of the wet suit?,blue,blue and black,blip_superset,blue,True
04154649,query,attr,2,What color is the zebra?,black,black and white,blip_superset,black and white,False
06424204,query,attr,2,What color is the table cloth?,white,red and white,blip_superset,red and white,False
03422312,query,attr,2,The hair dryer is what color?,white,black and white,blip_superset,red,False
03168590,query,attr,3,What color is the colorful shirt?,pink,blue pink and black,blip_superset,blue,False
01783456,query,attr,2,What is the color of the necktie?,blue,orange and blue,blip_superset,yellow and blue,False
10207974,query,attr,2,The hair has which color?,blond,blonde,blip_superset,blonde,False
17476563,query,attr,3,What color is the lady's hair?,blond,blonde,blip_superset,blonde,False
08777252,query,attr,3,Which color is the striped tie?,blue,red and blue,blip_superset,red and blue,False
1883027,query,attr,2,What is the trash can made of?,plastic,white plastic,blip_superset,plastic,True
141947,query,attr,2,How long is the road?,long,very long,blip_superset,short,False
09986141,query,attr,2,How big is the fence?,large,very large,blip_superset,big,False
14497001,query,attr,2,How tall is that fence?,tall,very tall,blip_superset,8 feet,False
161018067,query,attr,3,Of what color are the flags that are on the kiosk?,red,red and white,blip_superset,red,True
03625313,query,cat,3,What type of furniture is made of wood?,table,table and chairs,blip_superset,table,True
15193414,query,cat,3,Which kind of furniture is dark brown?,table,coffee table,blip_superset,couch,False
15212492,query,cat,3,What is the item of clothing that is military called?,uniform,army uniform,blip_superset,army,False
13950103,query,cat,3,Who in this image is sitting?,people,three people,blip_superset,people,True
08481509,query,cat,3,Who is posing?,girls,four girls,blip_superset,girls,True
06878475,query,cat,3,Which kind of cooking utensil is large?,pan,pizza pan,blip_superset,pizza,False
18551493,query,cat,3,What kind of device isn't white?,phone,cell phone,blip_superset,phone,True
14299846,query,cat,3,Who is playing frisbee?,man,man and dog,blip_superset,dog,False
15337535,query,cat,3,Which kind of clothing is white?,dress,wedding dress,blip_superset,dress,True
06624606,query,cat,2,What piece of furniture is it?,bed,truck bed,blip_superset,truck,False
01420895,query,cat,3,What kind of clothing is white?,pants,snow pants,blip_superset,pants,True
01420893,query,cat,3,What are the white clothing items in the image?,pants,snow pants,blip_superset,pants,True
12147173,query,cat,2,What animal is it?,bear,polar bear,blip_superset,polar bear,False
131009930,query,cat,2,What kind of furniture is it?,table,picnic table,blip_superset,table,True
04172521,query,cat,3,Who is standing?,man,woman,blip_superset,woman,False
06492215,query,cat,3,What is the blue vehicle called?,van,vw van,blip_superset,van,True
001039573,query,cat,2,Which kind of furniture is it?,bed,bunk beds,blip_superset,bed,True
01142933,query,cat,3,What is the garbage vehicle?,truck,garbage truck,blip_superset,garbage,False
06365375,query,cat,3,What is the animal that is white?,bear,polar bear,blip_superset,polar bear,False
06541151,query,cat,3,What is the white item of clothing called?,hat,chef ' s hat,blip_superset,apron,False
06648615,query,cat,3,What clothing item is colorful?,uniform,baseball uniform,blip_superset,hat,False
13420353,query,cat,3,How are the gray items of clothing called?,pants,sweatpants,blip_superset,pants,True
13591390,query,cat,2,Which kind is this animal?,bear,polar bear,blip_superset,polar bear,False
13567504,query,cat,3,What is the name of the piece of clothing that is blue?,shirt,sweatshirt,blip_superset,sweater,False
10603210,query,cat,3,What is the black piece of clothing in this photo?,suit,wetsuit,blip_superset,wetsuit,False
10603212,query,cat,3,What kind of clothing is black?,suit,wetsuit,blip_superset,wetsuit,False
02529776,query,cat,3,Which kind of clothing is white?,dress,wedding dress,blip_superset,dress,True
02529774,query,cat,3,What is the white clothing item in this scene?,dress,wedding dress,blip_superset,dress,True
07507297,query,cat,2,What kind of furniture is presented in the scene?,shelf,bookshelf,blip_superset,table,False
14544215,query,cat,3,Which kind of clothing is white?,coats,lab coats,blip_superset,shirt,False
14544212,query,cat,3,How the white clothing items are called?,coats,lab coats,blip_superset,yes,False
09300500,query,cat,3,What do you think is the orange vehicle in this photograph?,truck,dump truck,blip_superset,truck,True
151043211,query,cat,3,Which kind of clothing is black?,suit,wetsuit,blip_superset,wetsuit,False
151043209,query,cat,3,What is the black piece of clothing called?,suit,wetsuit,blip_superset,wetsuit,False
1154865,query,cat,3,Which kind of clothing is brown?,jacket,woman ' s jacket,blip_superset,shirt,False
00271066,query,cat,3,What vehicle is not double decker?,car,silver car,blip_superset,car,True
041025215,query,cat,3,Who is walking?,woman,man and woman,blip_superset,women,False
14209212,query,cat,3,What type of clothing is orange?,suit,ski suit,blip_superset,jacket,False
01441947,query,cat,3,What is the blue piece of clothing?,suit,wetsuit,blip_superset,wetsuit,False
01441949,query,cat,3,What piece of clothing is blue?,suit,wetsuit,blip_superset,wetsuit,False
0577668,query,cat,3,Who is sitting?,man,woman,blip_superset,man,True
13330148,query,cat,2,What is the device called?,phone,cell phone,blip_superset,cell phone,False
11715904,query,cat,2,What type of furniture is in this scene?,chair,wheelchair,blip_superset,wheelchair,False
11950854,query,cat,3,Which kind of animal is white?,bear,polar bear,blip_superset,polar bear,False
1051925,query,cat,3,Who is sitting?,man,old man,blip_superset,man,True
06707597,query,cat,2,What kind of appliance is it?,toaster,toaster oven,blip_superset,toaster,True
06707599,query,cat,2,What appliance is this?,toaster,toaster oven,blip_superset,toaster,True
11328059,query,cat,2,What type of fast food is shown in this photo?,fries,burger and fries,blip_superset,fries,True
11328060,query,cat,2,Which kind of fast food is it?,fries,burger and fries,blip_superset,fries,True
18394846,query,cat,3,What is the name of the black clothing item?,shirt,t shirt,blip_superset,shirt,True
03609468,query,cat,3,Who in the scene is standing?,player,soccer players,blip_superset,players,False
08641694,query,cat,2,What type of vehicle is this?,truck,fire truck,blip_superset,fire truck,False
09987550,query,cat,3,What kind of clothing is red?,hat,santa hat,blip_superset,santa hat,False
03210352,query,cat,2,What kind of furniture is it?,chair,beach chair,blip_superset,beach,False
12633762,query,cat,3,What is the name of the red clothing item?,coat,raincoat,blip_superset,dress,False
12633767,query,cat,3,Which kind of clothing is wet?,coat,raincoat,blip_superset,pants,False
01109027,query,cat,3,What are the short sleeved clothing items in this photo?,shirts,polo shirts,blip_superset,shirts,True
05631726,query,cat,3,Who is standing?,man,woman,blip_superset,man,True
11537349,query,cat,3,What kind of furniture is brown?,table,coffee table,blip_superset,couch,False
01940086,query,cat,3,What is the illuminated item of furniture called?,table,tablecloth,blip_superset,table,True
18398075,query,cat,3,What vehicle is not red?,car,police car,blip_superset,car,True
08399941,query,cat,3,What vehicle is red?,truck,fire truck,blip_superset,fire truck,False
08399936,query,cat,2,What kind of vehicle is it?,truck,fire truck,blip_superset,fire truck,False
05684080,query,cat,3,Who in the scene is standing?,umpire,umpire catcher and umpire,blip_superset,batter,False
06748033,query,cat,3,Who is skiing?,people,two people,blip_superset,man,False
14251366,query,cat,2,What is the name of this animal?,bear,polar bear,blip_superset,polar bear,False
05738428,query,cat,2,Which kind of vegetable is it?,beans,green beans,blip_superset,green beans,False
05738439,query,cat,3,What vegetables are green?,beans,green beans,blip_superset,green beans,False
05738427,query,cat,2,Which kind of vegetable is presented in the photo?,beans,green beans,blip_superset,green beans,False
0213053,query,cat,3,What animals are drinking?,giraffes,zebras and giraffes,blip_superset,water,False
0213046,query,cat,3,What animals are standing?,giraffes,giraffes and zebras,blip_superset,zebras,False
06630920,query,cat,2,What kind of furniture is it?,shelf,bookshelf,blip_superset,desk,False
06630919,query,cat,2,What is the piece of furniture in the image?,shelf,bookshelf,blip_superset,desk,False
00554605,query,cat,3,What kind of clothing is short?,shirt,t shirt,blip_superset,t shirt,False
17274702,query,cat,3,What clothing item is black?,shirt,sweatshirt,blip_superset,shirt,True
13392555,query,cat,3,What is the name of the vehicle that is white?,car,police car,blip_superset,car,True
03407282,query,cat,3,Who is looking left?,zebra,zebra on left,blip_superset,zebra,True
05848482,query,cat,2,What is the device in this image?,phone,cell phone,blip_superset,cell phone,False
12985010,query,cat,2,What type of aircraft is this?,jet,fighter jet,blip_superset,jet,True
06197794,query,cat,3,Who is eating?,child,children,blip_superset,children,False
11413928,query,cat,3,Which kind of clothing is wrinkled?,pants,man ' s pants,blip_superset,pants,True
06588679,query,cat,2,How is this piece of furniture called?,bed,bunk bed,blip_superset,bed,True
18697073,query,cat,2,Which kind of fast food is it?,fries,french fries,blip_superset,fries,True
08812381,query,cat,2,What device is it?,controller,wii controller,blip_superset,wii remote,False
08812382,query,cat,2,What is the name of that device?,controller,wii controller,blip_superset,wii remote,False
08812385,query,cat,3,What is the device that is white?,controller,wii controller,blip_superset,wii remote,False
16922109,query,cat,3,Who is playing?,men,two men,blip_superset,man,False
171046401,query,cat,3,What vehicle is blue?,truck,food truck,blip_superset,food truck,False
18181555,query,cat,3,Which kind of baked good is brown?,bun,hot dog bun,blip_superset,hot dog,False
06846056,query,cat,3,Which kind of furniture is blue?,chairs,beach chairs,blip_superset,umbrella,False
06846055,query,cat,3,Which type of furniture in this photo is blue?,chairs,beach chairs,blip_superset,umbrella,False
06846052,query,cat,2,What kind of furniture is it?,chairs,beach chairs,blip_superset,beach,False
09482305,query,cat,3,Who is standing?,men,2 men,blip_superset,men,True
17997877,query,cat,3,Who is facing left?,zebra,baby zebra,blip_superset,zebra,True
12478813,query,cat,3,Who is eating?,man,woman,blip_superset,man,True
06270856,query,cat,3,Who is running?,man,man in yellow,blip_superset,man,True
0280561,query,cat,3,Which kind of clothing is blue?,suit,wetsuit,blip_superset,wetsuit,False
021037259,query,cat,3,What kind of furniture is white?,chair,beach chairs,blip_superset,chair,True
14600120,query,cat,3,What vegetables are green?,beans,green beans,blip_superset,asparagus,False
18364552,query,cat,3,What kind of cooking utensil is wooden?,spatula,wooden spatula,blip_superset,chopsticks,False
00729310,query,cat,3,What item of furniture is gray?,table,picnic table,blip_superset,table,True
081005689,query,cat,3,Who in this image is running?,man,man in white,blip_superset,man,True
141036044,query,cat,3,What is the name of the blue item of clothing?,shirt,t shirt,blip_superset,shirt,True
141036048,query,cat,3,What kind of clothing is blue?,shirt,t shirt,blip_superset,shirt,True
1690207,query,cat,3,Who is standing?,player,baseball players,blip_superset,baseball player,False
12663655,query,cat,3,Who is dressed in black?,boy,boy on right,blip_superset,boy,True
12774641,query,cat,3,Who is shaking hands?,men,two men,blip_superset,men,True
111030944,query,cat,3,What kind of furniture is gray?,chair,high chair,blip_superset,chair,True
071031771,query,cat,3,What item of furniture is not modern?,table,coffee table,blip_superset,couch,False
03227040,query,cat,3,Who is riding?,woman,woman and dog,blip_superset,people,False
11229207,query,cat,3,Which kind of device is not black?,phone,cell phone,blip_superset,phone,True
11229086,query,cat,3,What kind of device in this photograph is orange?,phone,cell phone,blip_superset,phone,True
15526447,query,cat,3,What is the name of the brown animal?,bear,teddy bear,blip_superset,bear,True
